player_name,FGM_mean,FGM_std,FGM_min,FGM_max,FGA_mean,FGA_std,FGA_min,FGA_max,FTM_mean,FTM_std,FTM_min,FTM_max,FTA_mean,FTA_std,FTA_min,FTA_max,FG3M_mean,FG3M_std,FG3M_min,FG3M_max,FG3A_mean,FG3A_std,FG3A_min,FG3A_max,PTS_mean,PTS_std,PTS_min,PTS_max,REB_mean,REB_std,REB_min,REB_max,AST_mean,AST_std,AST_min,AST_max,STL_mean,STL_std,STL_min,STL_max,BLK_mean,BLK_std,BLK_min,BLK_max,TOV_mean,TOV_std,TOV_min,TOV_max,DD_mean,DD_std,DD_min,DD_max,FG_PCT_mean,FT_PCT_mean,FG3_PCT_mean,FGM_weekly_mean,FGM_weekly_std,FGA_weekly_mean,FGA_weekly_std,FTM_weekly_mean,FTM_weekly_std,FTA_weekly_mean,FTA_weekly_std,FG3M_weekly_mean,FG3M_weekly_std,FG3A_weekly_mean,FG3A_weekly_std,PTS_weekly_mean,PTS_weekly_std,REB_weekly_mean,REB_weekly_std,AST_weekly_mean,AST_weekly_std,STL_weekly_mean,STL_weekly_std,BLK_weekly_mean,BLK_weekly_std,TOV_weekly_mean,TOV_weekly_std,DD_weekly_mean,DD_weekly_std,team
Jamal Murray,7.446,2.720542513490978,0,19,16.118,4.068469527500171,3,32,2.272666666666667,1.4705195819106742,0,9,3.242,1.7466548606220855,1,11,2.2866666666666666,1.4856963860055041,0,8,6.118,2.5129569505047358,1,19,20.141333333333332,4.572595613286906,6,41,4.046666666666667,2.002122511716879,0,13,5.666,2.397138888320811,0,14,1.076,1.0565517187323286,0,6,0.38133333333333336,0.6111469184461074,0,3,2.214,1.5228536991208153,0,8,0.07266666666666667,0.25967513616013005,0,1,0.4619679861024941,0.7010076084721365,0.37376048817696417,22.338,4.760786297697544,48.354,7.025054218548573,6.818,2.4773272493962524,9.726,2.9360116363286632,6.86,2.511775872977552,18.354,4.52787890460307,60.424,7.937899249107282,12.14,3.5345985307453365,16.998,4.074210891544221,3.228,1.8392339609539219,1.144,1.0418420560427952,6.642,2.6411716292490914,0.218,0.4548513818370988,KL2 LLC
Jordan Poole,5.270666666666667,2.2582011728911695,0,14,13.244,3.554840164113561,3,26,2.316666666666667,1.4340245836665175,0,9,2.8986666666666667,1.6035728398768636,1,10,2.2,1.3681793046745834,0,8,6.868,2.620780098663443,1,16,16.511333333333333,4.063768493053254,6,32,1.7313333333333334,1.2931613974373437,0,8,3.122,1.757984548599734,0,11,0.5386666666666666,0.7244686273977716,0,4,0.14733333333333334,0.376458102171653,0,2,1.462,1.1804596519971908,0,6,0.0013333333333333333,0.03650265540281318,0,1,0.39796637471056073,0.7992180312787488,0.32032615026208505,15.812,3.8722919944886853,39.732,6.0446050740310575,6.95,2.4222374922657512,8.696,2.740548341193937,6.6,2.3432844393986523,20.604,4.452733730569424,49.534,7.113229933030445,5.194,2.1738941168471215,9.366,3.0644454068073403,1.616,1.2440415099815254,0.442,0.6507556883592057,4.386,2.011241951724544,0.004,0.06318214912406725,KL2 LLC
Reed Sheppard,1.4453333333333334,1.1752726205909403,0,6,4.712,2.137311722920631,1,13,0.134,0.34658921322195607,0,2,1.0593333333333332,0.26049592634175556,1,4,0.4886666666666667,0.6619393209844332,0,4,2.8973333333333335,1.6101308134371595,1,9,4.436,2.0773655508250113,0,11,1.578,1.2594867491353365,0,8,1.5013333333333334,1.2221541075756355,0,6,0.694,0.823498289588572,0,4,0.3506666666666667,0.6174844777609713,0,4,0.716,0.8405246304756875,0,5,0.0,0.0,0,0,0.3067345783814375,0.12649465072372562,0.16866083755177175,4.336,1.9917424723473427,14.136,3.573660041495885,0.402,0.6141256391009924,3.178,0.436689128316219,1.466,1.1346448068339936,8.692,2.745215550158797,13.308,3.472932264964877,4.734,2.147665927903069,4.504,2.028352145178371,2.082,1.3809743590525934,1.052,1.1366088859053665,2.148,1.510847882033559,0.0,0.0,KL2 LLC
Jalen Suggs,4.916,2.1942699348601926,0,14,8.747333333333334,2.8772113441609046,1,19,0.62,0.7098844675754429,0,4,1.8213333333333332,1.0618364060709762,1,7,1.5933333333333333,1.1824639682655818,0,6,3.921333333333333,1.937777475163507,1,12,12.446,3.414897511884915,2,28,3.51,1.8554950573738065,0,12,2.758,1.684436864860519,0,10,1.5806666666666667,1.2524131032835797,0,8,0.35933333333333334,0.5998217065167182,0,3,2.029333333333333,1.383865218937528,0,7,0.004666666666666667,0.06817615086856785,0,1,0.5619998475725936,0.3404099560761347,0.4063243794627678,14.748,3.7625536035036733,26.242,5.184708130338061,1.86,1.198027771415239,5.464,1.7841160669307814,4.78,2.0649765752940215,11.764,3.472812239338516,37.338,5.739131577383904,10.53,3.2843071334291176,8.274,3.028740751712197,4.742,2.1505081656997915,1.078,1.0383025302331574,6.088,2.332195160902508,0.014,0.11760809209681665,KL2 LLC
Shaedon Sharpe,4.886,2.28746416982186,0,15,13.101333333333333,3.669883320299429,3,30,1.4253333333333333,1.0886758159542802,0,6,2.2266666666666666,1.2745084556112232,1,9,1.7393333333333334,1.2432819694633301,0,6,5.804666666666667,2.3977095103771413,1,14,12.726,3.498249443094466,3,26,2.99,1.701714004673661,0,10,2.3533333333333335,1.55759631903914,0,9,0.7426666666666667,0.8791823075499349,0,5,0.20466666666666666,0.4563445947398973,0,3,2.287333333333333,1.5335168746682086,0,8,0.0006666666666666666,0.025819888974716113,0,1,0.3729391410543456,0.640119760479042,0.2996439646261629,14.658,3.991603913667689,39.304,6.423246858124076,4.276,1.9337276450447773,6.68,2.2635917687142224,5.218,2.2522480419538544,17.414,4.254268633173793,38.178,5.868833138266041,8.97,3.0409858911841012,7.06,2.7135081080595667,2.228,1.5180992228774117,0.614,0.7682345792383177,6.862,2.6192894751648623,0.002,0.044721359549995794,KL2 LLC
Malik Monk,5.227333333333333,2.299096224865258,0,14,11.322,3.281284385441992,4,23,1.5666666666666667,1.1383113475838884,0,8,2.22,1.3264387005880112,1,9,2.0646666666666667,1.3402794938506843,0,8,4.8213333333333335,2.2001451424820924,1,15,15.061333333333334,3.88204650654027,5,30,2.2466666666666666,1.4928634620865961,0,8,2.9186666666666667,1.6610913195256376,0,11,0.4106666666666667,0.6415818787135574,0,4,0.212,0.4610108682888655,0,3,1.1273333333333333,1.0676513828051237,0,6,0.0013333333333333333,0.03650265540281318,0,1,0.46169699110875584,0.7057057057057057,0.42823561946902655,15.682,3.936479103903759,33.966,5.733287466222209,4.7,1.955927223238434,6.66,2.3510539997668363,6.194,2.302817826029614,14.464,3.704612301524846,45.184,6.683673164806003,6.74,2.4796567090606674,8.756,2.957356236881794,1.232,1.1299245368244002,0.636,0.8227136290537927,3.382,1.851196872220629,0.004,0.06318214912406725,KL2 LLC
Buddy Hield,5.794,2.513385911307581,0,17,12.588666666666667,3.44316353648524,4,24,0.41,0.5768782589799941,0,3,1.3293333333333333,0.6652076540732079,1,6,3.4473333333333334,1.6390089858995471,0,10,9.172666666666666,2.993686856740314,1,20,16.282666666666668,4.075844439395554,6,30,3.2493333333333334,1.8121871418390871,0,10,1.9933333333333334,1.3860867143901068,0,9,1.0006666666666666,0.995319042092831,0,5,0.24466666666666667,0.49896980817333486,0,4,1.8573333333333333,1.362185715007442,0,8,0.0013333333333333333,0.03650265540281318,0,1,0.46025525605041573,0.30842527582748247,0.3758267315938658,17.382,4.432987565684685,37.766,5.824697262209667,1.23,1.0035508101022657,3.988,1.1724355890286007,10.342,2.868010978700726,27.518,5.448766292310254,48.848,6.893470524470492,9.748,3.1775288163536004,5.98,2.322582351081466,3.002,1.7458786281894678,0.734,0.8512892497697518,5.572,2.360499930065595,0.004,0.06318214912406725,KL2 LLC
Zaccharie Risacher,4.6546666666666665,2.1190576110608426,0,15,10.456,3.1749200638138495,2,24,0.9766666666666667,0.9066441186747461,0,5,2.1253333333333333,1.23934749378956,1,9,1.322,1.09929748929941,0,6,4.5986666666666665,2.2038230675270185,1,14,12.579333333333333,3.554733507465075,4,26,3.508,1.925029824847146,0,12,1.2133333333333334,1.1090426228276296,0,7,0.6873333333333334,0.8128222492616815,0,4,0.5173333333333333,0.7160363311829493,0,5,1.2173333333333334,1.080838423024774,0,5,0.005333333333333333,0.07285895854857347,0,1,0.44516704922213723,0.4595357590966123,0.2874746303276312,13.964,3.8215064861448678,31.368,5.487878426062159,2.93,1.5652475842498528,6.376,2.0744229223863306,3.966,1.8492385910783569,13.796,3.7366172693004653,37.738,6.302761744760978,10.524,3.3080675055449644,3.64,1.911467346001406,2.062,1.4527135827502315,1.552,1.251570556427176,3.652,1.7847315016736083,0.016,0.12560076075487925,KL2 LLC
Nikola Jovic,2.1686666666666667,1.4905365997269704,0,8,5.820666666666667,2.4455046959064886,1,15,0.9626666666666667,0.9297934714163936,0,5,2.1973333333333334,1.2509074313567083,1,8,1.0026666666666666,0.9298221703106226,0,5,3.23,1.7256163636673045,1,14,7.75,2.725273945628062,0,18,3.4633333333333334,1.886892276698593,0,15,1.0486666666666666,1.029727365788695,0,6,0.6493333333333333,0.8034072427401605,0,4,0.17933333333333334,0.41063199418130963,0,2,1.628,1.3074487682203897,0,9,0.0006666666666666666,0.025819888974716116,0,1,0.37258046042835874,0.4381067961165049,0.31042311661506705,6.506,2.6075971940183753,17.462,4.282667215293982,2.888,1.600180350556967,6.592,2.230579963585232,3.008,1.5839677736038795,9.69,2.9042674703060936,23.25,4.691216796318426,10.39,3.2832086314816595,3.146,1.880360473691692,1.948,1.3744359382294224,0.538,0.7332334297650714,4.884,2.252263168183841,0.002,0.044721359549995794,KL2 LLC
Jaylen Wells,3.546666666666667,1.9049693333479725,0,12,8.486666666666666,2.9039244837220424,1,20,0.8886666666666667,0.9118621335428299,0,6,1.9566666666666668,1.1830984899464194,1,8,1.402,1.1014557654314288,0,6,4.992666666666667,2.228584890904136,1,14,10.547333333333333,3.268467756692716,2,23,3.3486666666666665,1.8435556280707714,0,12,1.668,1.3247437352091853,0,8,0.5873333333333334,0.7616383333683555,0,4,0.09066666666666667,0.3030524422340985,0,2,0.886,0.9744932485113803,0,5,0.0,0.0,0,0,0.417910447761194,0.45417376490630323,0.2808118573908399,10.64,3.3063975152812644,25.46,4.934886646360264,2.666,1.5809626452802554,5.87,2.042901586907107,4.206,1.9232685521912158,14.978,3.874989947624171,31.642,5.685638836397886,10.046,3.11758282091921,5.004,2.354372557663838,1.762,1.3284900344161736,0.272,0.5390706766174335,2.658,1.7650117657018982,0.0,0.0,KL2 LLC
