FGA,FTA,FG3A,FGM,FTM,FG3M,PTS,REB,AST,STL,BLK,TOV,DD,sim_num,game_num,player_name
5,3,2,2,1,1,12,2,1,1,0,1,0,2,0,Naz Reid
9,5,3,5,5,1,8,6,0,1,0,2,0,2,1,Naz Reid
10,3,4,7,2,3,6,3,0,1,2,4,0,2,2,Naz Reid
9,2,3,5,1,0,18,5,1,2,0,2,0,2,0,Herbert Jones
15,7,2,5,7,1,7,8,2,1,1,1,0,2,1,Herbert Jones
8,1,5,5,1,1,18,8,1,3,1,0,0,2,2,Herbert Jones
12,3,7,4,2,1,13,5,3,0,0,0,0,2,0,Jordan Clarkson
12,1,6,2,0,1,14,0,4,0,0,2,0,2,1,Jordan Clarkson
14,1,10,7,1,2,18,2,3,1,0,4,0,2,2,Jordan Clarkson
17,1,13,8,0,8,20,4,2,3,0,0,0,2,0,Gary Trent Jr.
14,1,12,11,1,7,14,5,3,2,0,0,0,2,1,Gary Trent Jr.
19,1,10,11,0,3,8,4,1,4,0,1,0,2,2,Gary Trent Jr.
29,5,6,9,4,1,30,17,13,3,1,4,1,3,0,Luka Doncic
21,11,12,9,10,2,30,8,11,2,1,5,1,3,1,Luka Doncic
12,8,8,8,6,2,32,9,7,1,0,4,0,3,2,Luka Doncic
16,2,3,7,2,0,17,7,11,3,0,1,1,3,0,Scottie Barnes
16,3,1,10,2,0,12,6,9,1,1,4,0,3,1,Scottie Barnes
13,3,3,6,3,0,12,5,5,1,3,1,0,3,2,Scottie Barnes
10,1,10,5,0,1,14,6,3,1,0,1,0,3,0,Michael Porter Jr.
12,3,9,6,0,4,18,8,2,0,0,0,0,3,1,Michael Porter Jr.
9,1,7,6,1,2,15,6,2,0,2,0,0,3,2,Michael Porter Jr.
11,2,5,3,1,0,4,7,0,1,0,1,0,3,0,Tari Eason
5,1,1,3,1,0,11,6,2,1,1,0,0,3,1,Tari Eason
7,2,3,1,0,0,7,1,1,1,0,7,0,3,2,Tari Eason
7,4,4,3,2,0,7,3,3,0,1,1,0,3,0,Naz Reid
12,2,2,4,1,1,8,2,0,1,2,0,0,3,1,Naz Reid
10,1,5,3,1,1,7,6,2,2,0,1,0,3,2,Naz Reid
10,1,6,4,1,2,14,7,3,2,0,0,0,3,0,Herbert Jones
13,2,3,4,2,1,5,6,3,2,0,1,0,3,1,Herbert Jones
15,6,5,5,2,3,15,0,4,2,0,1,0,3,2,Herbert Jones
10,1,8,4,1,1,15,3,2,0,0,1,0,3,0,Jordan Clarkson
13,2,6,0,1,0,17,1,3,1,0,1,0,3,1,Jordan Clarkson
7,1,8,4,0,0,9,3,1,0,0,1,0,3,2,Jordan Clarkson
13,5,9,4,2,3,15,2,3,1,0,0,0,3,0,Gary Trent Jr.
13,1,6,6,0,1,12,5,1,2,0,1,0,3,1,Gary Trent Jr.
11,1,9,4,0,3,24,5,3,1,0,2,0,3,2,Gary Trent Jr.
17,6,11,10,6,3,28,13,5,1,0,7,1,4,0,Luka Doncic
26,8,9,14,7,2,34,11,9,1,3,2,1,4,1,Luka Doncic
19,4,9,10,4,0,37,17,9,2,0,3,1,4,2,Luka Doncic
16,1,2,3,1,1,18,2,6,1,2,4,0,4,0,Scottie Barnes
17,8,5,12,5,1,15,3,4,0,2,2,0,4,1,Scottie Barnes
20,4,2,6,2,1,29,8,6,1,2,3,0,4,2,Scottie Barnes
14,2,1,5,0,1,18,3,5,0,0,1,0,4,0,Michael Porter Jr.
7,1,1,4,1,0,20,6,4,0,0,0,0,4,1,Michael Porter Jr.
13,1,2,5,0,0,11,4,1,1,0,0,0,4,2,Michael Porter Jr.
7,1,1,2,1,0,8,9,0,0,0,2,0,4,0,Tari Eason
4,1,3,1,0,0,13,8,0,1,1,2,0,4,1,Tari Eason
7,2,2,3,0,1,5,6,0,0,0,1,0,4,2,Tari Eason
6,2,2,4,2,1,5,4,1,1,3,1,0,4,0,Naz Reid
5,3,1,1,0,0,12,4,2,0,2,1,0,4,1,Naz Reid
7,1,5,6,1,3,6,2,2,2,1,3,0,4,2,Naz Reid
10,1,4,6,0,1,15,9,3,1,0,0,0,4,0,Herbert Jones
14,1,2,8,0,1,13,4,3,4,1,3,0,4,1,Herbert Jones
7,1,5,2,0,2,15,6,1,2,0,0,0,4,2,Herbert Jones
10,1,6,2,1,1,13,3,2,0,0,2,0,4,0,Jordan Clarkson
14,1,4,1,1,0,16,3,5,0,0,2,0,4,1,Jordan Clarkson
14,1,7,5,0,2,12,2,4,0,0,2,0,4,2,Jordan Clarkson
16,2,7,8,1,4,21,4,2,4,0,1,0,4,0,Gary Trent Jr.
14,1,12,5,1,4,22,5,2,0,0,1,0,4,1,Gary Trent Jr.
3,1,2,2,0,2,17,2,1,2,1,1,0,4,2,Gary Trent Jr.
24,9,13,10,5,4,30,8,12,2,0,3,1,5,0,Luka Doncic
17,10,9,10,6,1,30,21,6,0,0,4,1,5,1,Luka Doncic
26,7,8,12,5,0,30,16,9,2,1,3,1,5,2,Luka Doncic
9,7,2,2,6,0,19,3,7,0,2,2,0,5,0,Scottie Barnes
12,5,1,9,5,1,22,5,9,0,2,1,0,5,1,Scottie Barnes
16,1,2,6,1,2,18,8,5,1,1,4,0,5,2,Scottie Barnes
2,1,5,1,0,1,12,5,0,0,4,0,0,5,0,Michael Porter Jr.
11,2,3,3,1,1,13,4,1,1,0,0,0,5,1,Michael Porter Jr.
18,2,2,10,0,0,17,5,2,3,0,0,0,5,2,Michael Porter Jr.
5,1,5,1,0,1,8,3,1,2,2,3,0,5,0,Tari Eason
10,2,2,3,0,0,8,4,1,3,1,3,0,5,1,Tari Eason
7,1,1,2,0,0,9,10,1,1,1,1,0,5,2,Tari Eason
8,1,4,0,1,0,10,2,1,1,1,0,0,5,0,Naz Reid
4,7,3,1,5,0,14,6,2,1,1,1,0,5,1,Naz Reid
4,2,2,0,1,0,12,0,1,0,1,0,0,5,2,Naz Reid
6,1,3,3,0,1,12,5,6,2,1,0,0,5,0,Herbert Jones
8,2,1,4,2,0,9,6,2,4,0,4,0,5,1,Herbert Jones
8,2,1,4,1,1,22,3,3,2,0,2,0,5,2,Herbert Jones
10,1,3,4,1,1,8,2,2,0,0,1,0,5,0,Jordan Clarkson
15,1,4,5,1,1,14,6,4,0,0,1,0,5,1,Jordan Clarkson
10,4,4,5,2,0,12,5,2,1,0,1,0,5,2,Jordan Clarkson
9,1,7,2,0,2,16,4,0,0,0,0,0,5,0,Gary Trent Jr.
18,1,20,7,0,7,13,2,2,4,1,0,0,5,1,Gary Trent Jr.
14,1,8,6,1,4,11,1,2,2,0,1,0,5,2,Gary Trent Jr.
21,4,10,12,3,3,37,8,8,0,0,2,0,6,0,Luka Doncic
30,9,11,17,6,2,35,13,14,1,1,5,1,6,1,Luka Doncic
18,11,6,10,7,4,28,10,11,1,1,3,1,6,2,Luka Doncic
13,3,2,9,2,0,16,8,9,2,0,0,0,6,0,Scottie Barnes
11,4,2,4,4,0,24,8,9,1,0,0,0,6,1,Scottie Barnes
15,4,2,7,3,0,22,6,5,4,0,0,0,6,2,Scottie Barnes
15,2,4,4,0,4,22,7,4,0,1,0,0,6,0,Michael Porter Jr.
24,1,2,15,1,0,13,5,4,0,1,2,0,6,1,Michael Porter Jr.
10,2,8,3,1,3,12,3,7,0,0,0,0,6,2,Michael Porter Jr.
5,1,1,1,0,0,8,5,0,0,0,1,0,6,0,Tari Eason
9,1,2,3,0,1,7,6,1,0,0,1,0,6,1,Tari Eason
11,1,2,3,0,0,8,8,1,0,1,3,0,6,2,Tari Eason
8,3,3,0,2,0,6,4,1,1,0,2,0,6,0,Naz Reid
8,1,1,5,0,0,11,4,4,0,1,0,0,6,1,Naz Reid
7,1,1,2,1,1,6,3,0,1,1,0,0,6,2,Naz Reid
13,1,1,7,1,0,16,8,2,3,0,3,0,6,0,Herbert Jones
9,2,4,5,1,2,6,6,3,0,2,1,0,6,1,Herbert Jones
9,6,3,5,2,0,17,7,6,0,0,1,0,6,2,Herbert Jones
18,2,5,4,2,0,10,1,1,2,0,2,0,6,0,Jordan Clarkson
11,4,5,4,2,0,10,2,2,1,0,2,0,6,1,Jordan Clarkson
9,3,7,7,1,2,18,4,0,0,0,1,0,6,2,Jordan Clarkson
6,3,5,2,0,2,15,2,1,1,0,0,0,6,0,Gary Trent Jr.
11,1,11,4,1,3,12,6,0,0,0,0,0,6,1,Gary Trent Jr.
16,1,7,8,1,6,16,2,2,1,1,0,0,6,2,Gary Trent Jr.
24,10,14,9,7,2,40,11,6,3,1,6,1,7,0,Luka Doncic
31,8,10,16,6,3,32,10,9,3,0,6,1,7,1,Luka Doncic
19,6,10,12,6,3,36,15,10,2,1,10,1,7,2,Luka Doncic
11,6,1,7,6,0,16,3,1,2,3,2,0,7,0,Scottie Barnes
16,1,1,11,0,0,28,8,8,4,3,2,0,7,1,Scottie Barnes
13,2,2,5,2,0,17,8,3,2,3,1,0,7,2,Scottie Barnes
13,3,5,7,1,2,10,7,4,0,0,1,0,7,0,Michael Porter Jr.
9,2,6,5,0,1,14,3,2,0,0,2,0,7,1,Michael Porter Jr.
12,1,6,6,0,2,15,5,3,0,1,0,0,7,2,Michael Porter Jr.
2,1,5,1,0,1,11,6,0,0,0,3,0,7,0,Tari Eason
11,1,3,3,0,0,12,7,0,3,0,5,0,7,1,Tari Eason
9,1,1,3,0,0,6,7,0,0,2,3,0,7,2,Tari Eason
4,1,2,1,1,1,13,3,2,0,1,0,0,7,0,Naz Reid
8,1,2,2,1,0,11,4,0,2,0,2,0,7,1,Naz Reid
5,6,1,4,5,0,11,3,2,3,1,1,0,7,2,Naz Reid
18,3,3,8,2,1,14,5,0,0,0,1,0,7,0,Herbert Jones
14,3,4,2,2,2,10,2,1,3,1,1,0,7,1,Herbert Jones
11,1,5,5,1,1,14,3,4,3,1,1,0,7,2,Herbert Jones
5,2,8,4,1,2,8,4,0,0,0,3,0,7,0,Jordan Clarkson
5,2,4,1,1,1,4,3,6,0,0,0,0,7,1,Jordan Clarkson
9,1,4,5,0,0,18,3,0,0,0,1,0,7,2,Jordan Clarkson
11,2,10,5,1,4,19,3,2,0,0,0,0,7,0,Gary Trent Jr.
14,3,8,3,1,2,9,4,4,3,0,0,0,7,1,Gary Trent Jr.
15,1,7,2,1,2,15,6,2,3,0,1,0,7,2,Gary Trent Jr.
26,12,12,16,9,1,21,3,6,5,0,4,0,8,0,Luka Doncic
26,3,9,10,2,5,38,9,6,1,0,1,0,8,1,Luka Doncic
21,12,10,9,10,3,40,8,11,1,0,3,1,8,2,Luka Doncic
5,4,1,2,2,0,20,5,6,1,0,4,0,8,0,Scottie Barnes
14,6,1,5,5,0,19,7,5,2,0,2,0,8,1,Scottie Barnes
7,4,4,5,4,2,16,5,9,1,1,2,0,8,2,Scottie Barnes
14,2,10,4,1,4,19,4,3,0,1,0,0,8,0,Michael Porter Jr.
10,2,2,6,1,1,17,5,1,0,0,1,0,8,1,Michael Porter Jr.
12,1,10,9,1,4,17,5,1,1,0,0,0,8,2,Michael Porter Jr.
4,1,4,3,0,1,7,9,2,1,0,2,0,8,0,Tari Eason
7,1,2,4,0,1,7,8,1,1,2,0,0,8,1,Tari Eason
6,1,5,4,0,1,6,7,0,0,2,3,0,8,2,Tari Eason
3,1,3,1,1,0,9,7,0,1,3,1,0,8,0,Naz Reid
6,1,3,2,1,1,9,2,1,2,0,1,0,8,1,Naz Reid
9,1,7,2,1,2,16,2,1,0,4,1,0,8,2,Naz Reid
10,1,2,4,1,1,10,5,3,0,0,1,0,8,0,Herbert Jones
5,2,2,3,2,1,14,8,5,1,1,1,0,8,1,Herbert Jones
11,2,2,5,1,1,11,2,3,1,1,0,0,8,2,Herbert Jones
13,2,4,7,1,1,22,3,1,0,0,0,0,8,0,Jordan Clarkson
13,4,5,4,2,1,20,1,2,0,0,3,0,8,1,Jordan Clarkson
12,2,4,4,0,0,15,1,1,0,0,2,0,8,2,Jordan Clarkson
13,4,9,7,0,3,23,3,1,1,0,0,0,8,0,Gary Trent Jr.
11,1,13,7,1,2,13,5,0,1,0,0,0,8,1,Gary Trent Jr.
14,1,3,7,0,2,14,6,0,1,0,3,0,8,2,Gary Trent Jr.
29,11,10,16,8,6,37,9,12,1,2,4,1,9,0,Luka Doncic
21,5,1,10,3,0,33,8,10,0,0,4,1,9,1,Luka Doncic
26,12,11,10,6,2,43,11,7,3,1,5,1,9,2,Luka Doncic
11,2,6,5,1,2,17,6,7,2,0,2,0,9,0,Scottie Barnes
15,4,4,10,1,0,11,9,9,1,0,4,0,9,1,Scottie Barnes
17,3,2,9,3,1,13,4,6,0,2,0,0,9,2,Scottie Barnes
12,1,8,7,0,4,11,4,5,0,0,1,0,9,0,Michael Porter Jr.
18,2,8,13,1,1,12,3,2,2,0,0,0,9,1,Michael Porter Jr.
15,2,5,7,0,3,15,5,2,1,0,0,0,9,2,Michael Porter Jr.
9,1,3,3,0,1,10,3,1,0,1,1,0,9,0,Tari Eason
9,1,6,4,0,1,11,6,0,1,0,1,0,9,1,Tari Eason
11,1,1,5,0,0,5,6,2,1,1,5,0,9,2,Tari Eason
11,1,1,6,0,0,8,6,0,0,1,0,0,9,0,Naz Reid
7,4,1,2,3,0,5,5,0,0,2,0,0,9,1,Naz Reid
5,3,1,1,1,0,11,6,1,2,2,0,0,9,2,Naz Reid
16,2,2,8,2,1,15,8,3,0,0,1,0,9,0,Herbert Jones
5,4,4,3,4,1,7,11,2,2,1,1,0,9,1,Herbert Jones
9,3,1,4,2,0,8,4,5,0,1,1,0,9,2,Herbert Jones
9,1,9,4,0,1,13,0,0,1,0,2,0,9,0,Jordan Clarkson
18,1,4,7,0,0,16,1,2,0,1,2,0,9,1,Jordan Clarkson
6,3,7,2,1,2,13,2,2,0,0,1,0,9,2,Jordan Clarkson
11,3,3,6,1,1,17,2,2,1,1,0,0,9,0,Gary Trent Jr.
9,1,12,4,1,4,15,6,3,1,0,3,0,9,1,Gary Trent Jr.
13,1,3,7,0,1,13,5,2,0,0,0,0,9,2,Gary Trent Jr.
22,12,17,13,10,4,34,11,12,0,1,0,1,10,0,Luka Doncic
23,10,6,8,9,4,40,13,9,1,0,3,1,10,1,Luka Doncic
20,9,8,11,6,2,32,17,5,2,1,3,1,10,2,Luka Doncic
12,1,2,3,1,0,22,5,7,0,1,3,0,10,0,Scottie Barnes
12,2,3,4,2,1,17,5,7,1,1,3,0,10,1,Scottie Barnes
15,4,1,8,3,0,13,8,1,0,1,1,0,10,2,Scottie Barnes
10,1,9,7,0,6,9,2,1,0,1,0,0,10,0,Michael Porter Jr.
9,1,9,3,0,2,13,5,2,1,0,1,0,10,1,Michael Porter Jr.
13,1,4,5,0,1,13,6,4,0,1,0,0,10,2,Michael Porter Jr.
4,1,3,0,0,0,8,4,1,3,0,3,0,10,0,Tari Eason
7,1,5,1,1,1,8,4,1,1,1,3,0,10,1,Tari Eason
6,1,4,2,0,1,5,7,0,0,2,1,0,10,2,Tari Eason
4,1,2,2,1,1,8,4,1,1,3,1,0,10,0,Naz Reid
7,3,2,2,1,2,10,1,2,0,1,1,0,10,1,Naz Reid
9,3,1,4,2,0,14,4,1,0,1,4,0,10,2,Naz Reid
6,1,2,3,1,1,10,6,0,2,0,3,0,10,0,Herbert Jones
10,1,4,4,1,0,19,8,2,2,1,0,0,10,1,Herbert Jones
12,1,1,5,1,1,12,11,1,3,0,0,1,10,2,Herbert Jones
9,1,2,4,0,0,18,2,2,0,0,1,0,10,0,Jordan Clarkson
13,4,4,8,0,1,13,4,3,0,0,2,0,10,1,Jordan Clarkson
9,2,6,2,1,0,12,1,3,0,0,1,0,10,2,Jordan Clarkson
15,1,12,6,0,6,12,3,1,4,0,1,0,10,0,Gary Trent Jr.
10,3,4,5,0,2,17,1,1,0,0,0,0,10,1,Gary Trent Jr.
13,3,11,6,1,5,12,3,2,2,0,1,0,10,2,Gary Trent Jr.
25,13,13,8,9,4,38,11,12,0,0,6,1,11,0,Luka Doncic
19,11,10,14,6,2,34,10,8,3,2,5,1,11,1,Luka Doncic
28,10,8,12,6,0,30,11,5,2,0,2,1,11,2,Luka Doncic
10,4,2,5,3,0,18,7,5,0,0,0,0,11,0,Scottie Barnes
14,2,1,11,0,1,21,5,6,1,1,3,0,11,1,Scottie Barnes
13,6,2,7,5,2,14,4,5,3,1,2,0,11,2,Scottie Barnes
13,1,10,4,0,4,24,8,1,1,0,1,0,11,0,Michael Porter Jr.
10,1,2,3,1,0,18,8,1,0,1,2,0,11,1,Michael Porter Jr.
15,2,5,5,0,1,8,8,5,0,1,1,0,11,2,Michael Porter Jr.
6,2,3,0,1,0,6,7,1,1,1,1,0,11,0,Tari Eason
9,1,2,4,0,0,7,9,2,1,0,4,0,11,1,Tari Eason
7,1,5,1,0,1,7,4,3,2,1,4,0,11,2,Tari Eason
10,5,1,5,4,0,13,3,2,3,0,0,0,11,0,Naz Reid
5,1,1,4,1,0,10,0,0,0,0,2,0,11,1,Naz Reid
4,5,2,2,4,2,12,4,0,1,1,1,0,11,2,Naz Reid
13,2,3,8,2,2,17,3,4,3,3,1,0,11,0,Herbert Jones
10,3,4,7,3,3,9,6,3,0,2,1,0,11,1,Herbert Jones
10,2,3,5,2,2,10,7,4,0,2,3,0,11,2,Herbert Jones
13,1,6,2,1,0,12,3,5,1,0,0,0,11,0,Jordan Clarkson
11,3,4,4,1,1,8,1,5,0,0,1,0,11,1,Jordan Clarkson
15,1,4,3,1,1,12,4,1,0,0,0,0,11,2,Jordan Clarkson
10,1,9,5,1,2,17,3,1,0,0,2,0,11,0,Gary Trent Jr.
21,1,8,11,0,3,20,2,0,0,0,1,0,11,1,Gary Trent Jr.
12,1,9,4,1,3,12,3,1,2,0,1,0,11,2,Gary Trent Jr.
21,15,8,7,11,1,39,9,10,0,3,4,1,12,0,Luka Doncic
17,10,2,9,8,1,40,6,10,2,0,2,1,12,1,Luka Doncic
26,8,9,11,5,3,33,14,10,4,0,5,1,12,2,Luka Doncic
9,1,6,5,1,2,25,6,8,0,0,2,0,12,0,Scottie Barnes
21,3,4,12,2,0,19,5,4,2,1,1,0,12,1,Scottie Barnes
21,2,2,10,1,0,17,6,8,2,1,2,0,12,2,Scottie Barnes
15,1,6,8,0,1,15,7,1,1,0,1,0,12,0,Michael Porter Jr.
12,1,5,5,1,4,14,7,7,0,0,0,0,12,1,Michael Porter Jr.
16,1,8,5,0,3,12,3,4,0,1,0,0,12,2,Michael Porter Jr.
10,1,5,5,0,1,5,5,1,0,0,2,0,12,0,Tari Eason
4,1,3,0,0,0,7,6,0,1,0,1,0,12,1,Tari Eason
6,1,1,2,1,0,7,9,0,1,1,1,0,12,2,Tari Eason
6,2,4,3,1,0,9,5,1,0,1,0,0,12,0,Naz Reid
9,2,3,6,1,1,7,4,1,1,1,2,0,12,1,Naz Reid
4,1,2,2,1,0,12,2,0,1,2,3,0,12,2,Naz Reid
10,2,6,6,1,3,16,8,4,0,0,2,0,12,0,Herbert Jones
8,5,2,1,2,1,16,2,3,1,2,1,0,12,1,Herbert Jones
7,1,1,3,1,1,17,9,6,2,0,1,0,12,2,Herbert Jones
6,6,6,1,1,1,11,2,1,0,0,2,0,12,0,Jordan Clarkson
15,1,9,8,0,3,14,1,1,2,0,1,0,12,1,Jordan Clarkson
9,2,2,2,1,0,10,2,3,1,0,0,0,12,2,Jordan Clarkson
18,1,2,6,0,1,15,1,2,1,0,2,0,12,0,Gary Trent Jr.
13,1,5,5,0,2,21,4,2,2,0,1,0,12,1,Gary Trent Jr.
8,1,5,1,0,1,26,1,0,3,1,2,0,12,2,Gary Trent Jr.
24,6,13,12,5,6,27,8,11,0,0,2,1,13,0,Luka Doncic
21,12,11,11,8,5,35,15,10,2,0,4,1,13,1,Luka Doncic
22,15,10,11,11,1,38,10,8,0,0,5,1,13,2,Luka Doncic
10,2,3,6,2,0,18,8,3,4,2,0,0,13,0,Scottie Barnes
13,6,3,6,3,0,25,8,7,0,2,3,0,13,1,Scottie Barnes
12,4,2,4,3,0,20,7,7,2,0,2,0,13,2,Scottie Barnes
12,1,10,7,1,1,15,5,3,0,2,2,0,13,0,Michael Porter Jr.
15,2,7,9,0,4,10,8,2,0,0,0,0,13,1,Michael Porter Jr.
16,2,4,8,2,0,13,9,0,0,0,1,0,13,2,Michael Porter Jr.
2,1,4,1,1,1,7,7,0,0,1,2,0,13,0,Tari Eason
7,2,3,1,0,0,8,4,1,1,2,1,0,13,1,Tari Eason
4,1,1,2,0,0,8,6,0,1,1,3,0,13,2,Tari Eason
2,2,5,0,2,0,7,7,0,2,2,1,0,13,0,Naz Reid
7,1,3,3,1,0,12,7,1,1,1,0,0,13,1,Naz Reid
4,2,4,2,1,1,7,6,0,1,0,0,0,13,2,Naz Reid
10,2,2,5,1,1,9,6,3,1,2,3,0,13,0,Herbert Jones
8,3,1,6,3,1,10,6,3,1,1,2,0,13,1,Herbert Jones
9,2,6,4,1,4,15,1,2,1,0,0,0,13,2,Herbert Jones
13,1,5,7,0,4,18,2,3,0,0,1,0,13,0,Jordan Clarkson
12,1,9,3,1,3,9,2,3,0,0,1,0,13,1,Jordan Clarkson
12,2,7,8,0,2,17,2,2,2,1,0,0,13,2,Jordan Clarkson
16,2,7,7,0,4,17,3,0,0,0,0,0,13,0,Gary Trent Jr.
15,1,8,8,0,4,15,2,0,2,0,2,0,13,1,Gary Trent Jr.
13,2,11,9,0,7,15,3,6,4,0,1,0,13,2,Gary Trent Jr.
31,9,12,18,8,2,36,13,13,1,0,9,1,14,0,Luka Doncic
17,9,12,7,7,4,36,11,8,2,0,6,1,14,1,Luka Doncic
30,6,8,18,4,4,43,13,10,0,1,3,1,14,2,Luka Doncic
19,2,2,10,2,1,22,5,10,1,1,2,1,14,0,Scottie Barnes
21,3,4,9,1,1,26,5,4,3,1,0,0,14,1,Scottie Barnes
15,3,1,9,1,0,18,10,6,1,0,3,1,14,2,Scottie Barnes
14,1,12,6,0,6,14,6,2,0,0,0,0,14,0,Michael Porter Jr.
14,2,9,8,0,2,16,5,2,0,0,0,0,14,1,Michael Porter Jr.
13,2,3,6,1,0,16,4,2,1,0,1,0,14,2,Michael Porter Jr.
6,3,3,1,1,1,7,7,2,2,2,3,0,14,0,Tari Eason
4,1,1,3,0,1,11,7,0,1,0,1,0,14,1,Tari Eason
6,2,2,1,0,1,9,5,1,1,0,1,0,14,2,Tari Eason
5,3,1,1,2,0,8,2,1,0,1,0,0,14,0,Naz Reid
8,4,4,2,4,2,7,1,1,0,1,0,0,14,1,Naz Reid
4,1,1,2,1,0,6,5,0,2,0,1,0,14,2,Naz Reid
11,5,3,3,4,1,18,3,1,1,0,2,0,14,0,Herbert Jones
8,5,5,3,5,2,21,3,2,3,0,3,0,14,1,Herbert Jones
12,2,5,7,2,2,18,3,4,1,0,3,0,14,2,Herbert Jones
11,2,6,4,1,3,16,2,2,0,0,3,0,14,0,Jordan Clarkson
14,4,9,6,2,5,10,1,2,0,1,2,0,14,1,Jordan Clarkson
11,2,6,4,2,0,13,3,1,0,0,2,0,14,2,Jordan Clarkson
