minutes,fga,fg3a,fta,fgm,fg3m,ftm,reb,oreb,dreb,ast,stl,blk,tov,pts,game_num,game_type,matchup_type,player_id
34.22489239770162,20.0,5,4.0,10,2,4,6.0,1,5.0,4.0,0.0,0.0,3.0,26,27,average,normal,Kevin Durant
33.16991282841964,24.0,1,12.0,12,1,11,1.0,0,1.0,4.0,0.0,0.0,1.0,36,28,average,normal,Kevin Durant
36.58516864998606,18.0,6,10.0,14,1,10,4.0,1,3.0,9.0,0.0,0.0,4.0,39,29,average,normal,Kevin Durant
31.351117324945967,22.0,3,4.0,10,1,2,5.0,2,3.0,11.0,1.0,0.0,0.0,23,30,average,normal,Kevin Durant
35.428237370662565,12.0,1,2.0,7,0,2,2.0,0,2.0,3.0,0.0,1.0,2.0,16,31,cold,normal,Kevin Durant
34.35295574048063,15.0,6,4.0,6,3,3,4.0,1,3.0,2.0,3.0,0.0,3.0,18,32,hot,normal,Kevin Durant
19.004033184982948,8.0,3,0.0,1,1,0,1.0,0,1.0,0.0,2.0,0.0,1.0,3,33,average,normal,Kevin Durant
33.7646284301506,22.0,2,4.0,12,1,3,1.0,0,1.0,1.0,0.0,6.869604725124944,3.0,28,34,average,normal,Kevin Durant
39.17204277549306,17.0,7,6.0,9,4,6,0.0,0,0.0,1.0,1.0,2.0,2.0,28,35,hot,easy,Kevin Durant
34.150475418270716,12.0,5,15.78178275694106,6,1,13,4.0,0,4.0,1.0,0.0,2.0,9.0,26,36,average,normal,Kevin Durant
40.86135272369575,30.0,4,2.0,17,3,2,0.0,0,0.0,7.0,4.0,5.0,3.0,39,37,average,easy,Kevin Durant
37.77851163686686,19.0,8,6.0,8,4,4,13.0,2,11.0,5.0,2.0,0.0,5.0,24,38,average,normal,Kevin Durant
36.9903154469661,29.0,6,15.78178275694106,12,3,12,6.0,2,4.0,5.0,3.0,0.0,12.083916083916085,39,39,average,tough,Kevin Durant
36.5640181622511,20.0,8,4.0,13,3,4,14.0,6,8.0,6.0,0.0,0.0,7.0,33,40,average,easy,Kevin Durant
36.12860446351439,19.0,3,4.0,13,0,3,7.0,1,6.0,6.0,1.0,0.0,5.0,29,41,average,normal,Kevin Durant
31.779993578203047,21.0,2,8.0,13,0,7,4.0,0,4.0,1.0,0.0,1.0,2.0,33,42,average,normal,Kevin Durant
33.807345332911446,31.268094962362476,4,8.0,21,1,5,11.0,4,7.0,8.0,1.0,2.0,7.0,48,43,hot,normal,Kevin Durant
31.930858487138156,15.0,3,6.0,11,1,5,0.0,0,0.0,6.0,0.0,1.0,7.0,28,44,passive,normal,Kevin Durant
36.91207465029647,31.268094962362476,8,4.0,16,2,4,15.802469135802468,2,13.802469135802468,16.18443804034582,0.0,0.0,3.0,38,45,passive,easy,Kevin Durant
25.31861443749701,9.0,4,0.0,4,3,0,7.0,0,7.0,6.0,0.0,0.0,1.0,11,46,hot,normal,Kevin Durant
39.81671928676193,17.0,4,15.78178275694106,13,2,13,4.0,1,3.0,3.0,2.0,0.0,10.0,41,47,average,easy,Kevin Durant
38.766386105773684,19.0,4,4.0,10,0,3,3.0,0,3.0,3.0,1.0,1.0,1.0,23,48,average,normal,Kevin Durant
33.9577952624676,22.0,3,8.0,11,0,8,7.0,0,7.0,0.0,0.0,2.0,8.0,30,49,hot,normal,Kevin Durant
34.372492146301596,13.0,5,4.0,6,3,4,0.0,0,0.0,14.0,1.0,0.0,6.0,19,50,average,easy,Kevin Durant
38.502122778468724,13.0,2,12.0,6,0,11,13.0,5,8.0,16.18443804034582,0.0,2.0,7.0,23,51,passive,normal,Kevin Durant
36.333027295377605,24.0,5,4.0,13,2,4,4.0,1,3.0,7.0,0.0,0.0,5.0,32,52,hot,tough,Kevin Durant
37.0194063964512,27.0,7,15.78178275694106,14,3,13,3.0,1,2.0,6.0,3.0,0.0,10.0,44,53,average,easy,Kevin Durant
34.31104931990954,18.0,3,2.0,9,0,2,5.0,0,5.0,6.0,2.0,6.869604725124944,3.0,20,54,average,tough,Kevin Durant
32.631162608481674,11.0,4,6.0,7,1,6,4.0,0,4.0,8.0,2.0,1.0,4.0,21,55,average,normal,Kevin Durant
20.751815276314964,12.0,2,9.0,10,0,9,4.0,0,4.0,1.0,0.0,3.0,1.0,29,56,average,easy,Kevin Durant
39.92821429749318,19.0,3,3.0,8,1,2,3.0,0,3.0,14.0,0.0,0.0,0.0,19,57,average,normal,Kevin Durant
35.65147416040493,19.0,3,4.0,7,1,4,3.0,0,3.0,2.0,1.0,1.0,3.0,19,58,average,easy,Kevin Durant
31.104752065011994,25.0,5,12.0,12,0,10,7.0,1,6.0,2.0,0.0,0.0,3.0,34,59,average,normal,Kevin Durant
20.723668617082303,13.0,5,0.0,7,1,0,2.0,0,2.0,7.0,1.0,1.0,3.0,15,60,average,tough,Kevin Durant
35.13062458538974,24.0,7,7.0,13,4,6,2.0,1,1.0,4.0,2.0,0.0,1.0,36,61,hot,tough,Kevin Durant
35.80089084690956,24.0,1,2.0,15,0,2,2.0,0,2.0,3.0,1.0,4.0,3.0,32,62,hot,normal,Kevin Durant
42.59935766546484,26.0,8,15.78178275694106,15,2,14,6.0,0,6.0,2.0,4.0,1.0,4.0,46,63,hot,tough,Kevin Durant
38.41476420272045,24.0,6,15.78178275694106,16,2,12,4.0,1,3.0,7.0,2.0,3.0,4.0,46,64,average,normal,Kevin Durant
34.97624924927281,23.0,4,6.0,8,0,6,4.0,0,4.0,1.0,1.0,6.869604725124944,2.0,22,65,average,normal,Kevin Durant
39.53414385879695,20.0,3,8.0,14,2,8,2.0,0,2.0,7.0,2.0,4.0,6.0,38,66,average,normal,Kevin Durant
31.436169870104262,13.0,3,8.0,8,2,8,7.0,1,6.0,2.0,0.0,0.0,1.0,26,67,average,normal,Kevin Durant
34.51945119602484,23.0,3,0.0,15,3,0,6.0,0,6.0,3.0,1.0,0.0,2.0,33,68,average,easy,Kevin Durant
37.60316115468093,19.0,8,4.0,8,3,4,2.0,0,2.0,6.0,0.0,0.0,2.0,23,69,hot,normal,Kevin Durant
30.600309804611932,18.0,5,6.0,8,3,6,2.0,0,2.0,5.0,0.0,1.0,2.0,25,70,average,normal,Kevin Durant
38.58993659869515,13.0,5,4.0,8,1,3,3.0,1,2.0,2.0,1.0,2.0,6.0,20,71,average,tough,Kevin Durant
25.688230351861197,15.0,5,12.0,8,2,11,3.0,1,2.0,2.0,2.0,1.0,4.0,29,72,average,normal,Kevin Durant
36.11843600202061,8.0,3,4.0,4,1,4,9.0,0,9.0,3.0,1.0,5.0,3.0,13,73,cold,tough,Kevin Durant
33.93911761877061,14.0,6,7.0,8,3,5,5.0,2,3.0,2.0,1.0,0.0,5.0,24,74,average,normal,Kevin Durant
35.16599633508353,27.0,3,10.0,20,1,9,15.802469135802468,5,10.802469135802468,7.0,4.948453608247423,3.0,4.0,50,75,average,normal,Kevin Durant
37.75748411752921,19.0,6,0.0,8,3,0,6.0,2,4.0,16.18443804034582,1.0,4.0,2.0,19,76,average,normal,Kevin Durant
42.65148468350449,27.0,9,15.78178275694106,12,2,14,11.0,1,10.0,6.0,4.948453608247423,1.0,3.0,40,77,average,normal,Kevin Durant
38.71618892150387,22.0,6,5.0,14,2,3,6.0,2,4.0,8.0,2.0,0.0,5.0,33,78,average,easy,Kevin Durant
31.04082318085159,7.0,3,6.0,4,1,5,7.0,1,6.0,16.18443804034582,1.0,2.0,2.0,14,79,average,easy,Kevin Durant
28.115145808771064,10.0,4,1.0,4,3,1,7.0,1,6.0,6.0,1.0,0.0,3.0,12,80,passive,normal,Kevin Durant
40.084492637342336,26.0,6,15.78178275694106,16,0,12,7.0,1,6.0,10.0,0.0,2.0,3.0,44,81,cold,normal,Kevin Durant
26.722035850633286,21.0,3,0.0,10,1,0,3.0,0,3.0,1.0,1.0,0.0,0.0,21,82,average,normal,Kevin Durant
34.88400449487308,24.0,6,1.0,14,3,1,11.0,1,10.0,10.0,0.0,1.0,9.0,32,83,average,normal,Kevin Durant
34.598203268715785,19.0,4,4.0,3,2,3,4.0,0,4.0,1.0,3.0,1.0,1.0,11,84,average,normal,Kevin Durant
34.60342967064287,31.268094962362476,5,8.0,24,2,7,4.0,1,3.0,4.0,0.0,0.0,3.0,57,85,average,normal,Kevin Durant
37.18803695453088,17.0,2,12.0,9,1,11,0.0,0,0.0,3.0,0.0,1.0,1.0,30,86,average,normal,Kevin Durant
34.50160680689621,12.0,5,15.78178275694106,4,2,14,11.0,2,9.0,9.0,4.0,0.0,0.0,24,87,average,easy,Kevin Durant
37.19075069242135,31.268094962362476,5,6.0,19,3,2,2.0,0,2.0,5.0,1.0,0.0,3.0,43,88,average,normal,Kevin Durant
35.625752578503395,28.0,2,14.0,14,1,14,8.0,0,8.0,2.0,1.0,4.0,3.0,43,89,average,normal,Kevin Durant
34.66491151148869,15.0,6,0.0,9,3,0,7.0,2,5.0,2.0,1.0,2.0,3.0,21,90,average,easy,Kevin Durant
33.21928099129824,27.0,2,10.0,16,2,9,0.0,0,0.0,9.0,0.0,0.0,5.0,43,91,hot,easy,Kevin Durant
37.54199346054681,22.0,7,4.0,12,5,3,9.0,1,8.0,3.0,4.0,4.0,2.0,32,92,average,tough,Kevin Durant
33.22381728240951,10.0,3,0.0,7,2,0,9.0,1,8.0,1.0,0.0,0.0,1.0,16,93,average,normal,Kevin Durant
38.26403384398406,10.0,4,6.0,7,3,6,2.0,0,2.0,1.0,3.0,3.0,1.0,23,94,average,normal,Kevin Durant
39.019705385455744,10.0,4,3.0,3,1,3,5.0,1,4.0,16.18443804034582,0.0,1.0,2.0,10,95,cold,tough,Kevin Durant
41.544792092807384,25.0,6,15.78178275694106,16,2,15,15.802469135802468,5,10.802469135802468,3.0,0.0,2.0,7.0,49,96,average,easy,Kevin Durant
33.933751629788276,21.0,3,0.0,7,1,0,5.0,0,5.0,1.0,1.0,1.0,4.0,15,97,average,normal,Kevin Durant
40.0760567312246,18.0,3,4.0,6,1,4,6.0,1,5.0,8.0,0.0,0.0,8.0,17,98,average,easy,Kevin Durant
37.25851264407207,20.0,4,2.0,11,1,1,13.0,0,13.0,7.0,2.0,0.0,3.0,24,99,cold,normal,Kevin Durant
37.173678141702766,18.0,2,6.0,12,1,5,2.0,0,2.0,11.0,0.0,0.0,4.0,30,100,passive,normal,Kevin Durant
38.12329683232056,31.268094962362476,8,15.78178275694106,18,3,8,1.0,0,1.0,2.0,1.0,5.0,8.0,47,101,hot,normal,Kevin Durant
31.34922048934019,17.0,4,5.0,10,1,5,5.0,1,4.0,7.0,1.0,0.0,3.0,26,102,hot,tough,Kevin Durant
29.08503095550667,19.0,5,4.0,10,2,3,4.0,0,4.0,1.0,0.0,0.0,1.0,25,103,average,easy,Kevin Durant
34.66229218488742,19.0,4,8.0,10,1,8,5.0,1,4.0,4.0,2.0,0.0,0.0,29,104,average,normal,Kevin Durant
36.012947775192146,9.0,3,12.0,6,2,12,6.0,1,5.0,16.0,3.0,0.0,4.0,26,105,passive,normal,Kevin Durant
33.62723401167081,8.0,3,4.0,4,2,2,7.0,2,5.0,16.0,1.0,0.0,3.0,12,106,average,tough,Kevin Durant
38.83025958844358,20.0,3,9.0,11,0,9,1.0,0,1.0,5.0,0.0,1.0,1.0,31,107,hot,tough,Kevin Durant
34.54670604561261,17.0,1,12.0,7,1,10,7.0,3,4.0,7.0,0.0,0.0,5.0,25,108,average,tough,Kevin Durant
34.70897225758796,31.268094962362476,6,15.78178275694106,20,5,14,11.0,4,7.0,3.0,4.948453608247423,2.0,2.0,59,109,average,easy,Kevin Durant
28.91100879411774,22.0,5,15.78178275694106,13,0,14,10.0,3,7.0,0.0,0.0,0.0,1.0,40,110,average,tough,Kevin Durant
33.144712826527254,21.0,3,4.0,16,3,4,3.0,0,3.0,2.0,0.0,1.0,2.0,39,111,average,normal,Kevin Durant
34.70036385451817,12.0,3,6.0,6,3,6,3.0,0,3.0,10.0,0.0,0.0,4.0,21,112,cold,tough,Kevin Durant
33.40993788212045,16.0,0,4.0,7,0,4,10.0,2,8.0,6.0,0.0,3.0,2.0,18,113,average,normal,Kevin Durant
39.07382037088187,22.0,7,8.0,9,1,7,4.0,0,4.0,5.0,0.0,2.0,8.0,26,114,passive,normal,Kevin Durant
33.24594673464141,18.0,8,1.0,13,3,1,5.0,1,4.0,0.0,2.0,0.0,1.0,30,115,hot,tough,Kevin Durant
36.92739178195857,25.0,11,4.0,10,2,4,6.0,1,5.0,12.0,1.0,1.0,5.0,26,116,passive,easy,Kevin Durant
38.279200416368575,3.0,1,0.0,2,0,0,0.0,0,0.0,6.0,1.0,0.0,2.0,4,117,cold,normal,Kevin Durant
22.673394139828403,2.0,1,4.0,0,0,4,10.0,3,7.0,2.0,0.0,0.0,3.0,4,118,cold,normal,Kevin Durant
37.54642916297632,28.0,5,0.0,20,5,0,15.802469135802468,2,13.802469135802468,5.0,4.948453608247423,2.0,1.0,45,119,hot,normal,Kevin Durant
25.97399845625916,16.0,3,5.0,10,2,5,13.0,2,11.0,0.0,1.0,0.0,1.0,27,120,average,easy,Kevin Durant
35.59725582189857,15.0,3,4.0,5,1,3,2.0,0,2.0,7.0,3.0,6.0,5.0,14,121,average,normal,Kevin Durant
18.609666791899137,14.0,4,0.0,9,1,0,4.0,0,4.0,4.0,0.0,3.0,2.0,19,122,hot,easy,Kevin Durant
34.153111732185415,13.0,2,4.0,9,1,3,15.802469135802468,2,13.802469135802468,16.18443804034582,0.0,1.0,7.0,22,123,passive,normal,Kevin Durant
38.27635816214965,31.268094962362476,13,4.0,12,8,3,1.0,0,1.0,10.0,0.0,1.0,3.0,35,124,hot,easy,Kevin Durant
38.50747328665362,12.0,4,2.0,8,3,2,6.0,2,4.0,10.0,0.0,0.0,3.0,21,125,average,normal,Kevin Durant
39.59877660719751,19.0,5,2.0,9,3,1,4.0,2,2.0,8.0,2.0,2.0,1.0,22,126,average,normal,Kevin Durant
28.099757161214352,26.0,11,3.0,9,6,3,4.0,1,3.0,2.0,0.0,0.0,2.0,27,127,average,easy,Kevin Durant
32.24607917482354,23.0,1,9.0,9,0,9,7.0,1,6.0,6.0,0.0,0.0,0.0,27,128,average,normal,Kevin Durant
32.80951353357313,22.0,8,4.0,11,3,4,12.0,1,11.0,5.0,0.0,0.0,3.0,29,129,hot,normal,Kevin Durant
34.20865140151729,9.0,3,2.0,6,0,2,4.0,1,3.0,4.0,1.0,1.0,7.0,14,130,average,tough,Kevin Durant
33.123982747261074,29.0,5,5.0,10,2,4,5.0,1,4.0,2.0,1.0,0.0,6.0,26,131,average,normal,Kevin Durant
35.011601179930366,22.0,6,8.0,13,1,7,9.0,2,7.0,9.0,0.0,1.0,3.0,34,132,passive,tough,Kevin Durant
34.717978318840224,9.0,1,4.0,6,0,4,8.0,1,7.0,5.0,1.0,0.0,3.0,16,133,average,tough,Kevin Durant
25.471341900256256,27.0,6,4.0,13,2,3,1.0,0,1.0,16.0,0.0,1.0,1.0,31,134,average,normal,Kevin Durant
37.923153285932145,31.268094962362476,3,4.0,20,0,4,0.0,0,0.0,3.0,3.0,0.0,2.0,44,135,average,normal,Kevin Durant
36.88700013136674,30.0,10,8.0,19,6,7,15.802469135802468,5,10.802469135802468,3.0,1.0,1.0,0.0,51,136,hot,normal,Kevin Durant
38.89578997318225,18.0,3,4.0,9,0,2,7.0,1,6.0,5.0,2.0,1.0,1.0,20,137,average,normal,Kevin Durant
39.06832482148597,24.0,10,4.0,13,6,4,3.0,0,3.0,12.0,0.0,0.0,3.0,36,138,average,normal,Kevin Durant
36.760727419666544,24.0,1,0.0,14,1,0,8.0,2,6.0,16.18443804034582,3.0,0.0,1.0,29,139,average,normal,Kevin Durant
39.41305076160094,22.0,9,8.0,14,6,7,7.0,1,6.0,8.0,0.0,0.0,4.0,41,140,average,easy,Kevin Durant
35.84291869576598,23.0,7,13.0,15,3,11,3.0,0,3.0,12.0,0.0,0.0,2.0,44,141,passive,normal,Kevin Durant
34.13242545128015,22.0,6,0.0,13,2,0,2.0,1,1.0,2.0,1.0,0.0,4.0,28,142,hot,tough,Kevin Durant
36.53441961987692,20.0,2,0.0,12,1,0,7.0,1,6.0,0.0,3.0,1.0,2.0,25,143,average,easy,Kevin Durant
35.50655560720405,12.0,5,15.78178275694106,6,2,15,6.0,1,5.0,6.0,1.0,0.0,5.0,29,144,average,normal,Kevin Durant
32.57828062802743,16.0,4,15.78178275694106,13,2,15,0.0,0,0.0,12.0,3.0,0.0,3.0,43,145,hot,normal,Kevin Durant
37.220220084644836,19.0,3,6.0,12,0,2,5.0,1,4.0,7.0,1.0,0.0,5.0,26,146,average,normal,Kevin Durant
37.31906880335429,15.0,5,2.0,9,0,2,1.0,0,1.0,7.0,3.0,2.0,3.0,20,147,average,normal,Kevin Durant
36.69433688543104,13.0,5,9.0,7,3,9,1.0,0,1.0,10.0,2.0,1.0,4.0,26,148,average,normal,Kevin Durant
37.962749734796084,31.268094962362476,5,15.78178275694106,16,1,15,7.0,0,7.0,6.0,2.0,6.869604725124944,8.0,48,149,hot,normal,Kevin Durant
37.07874519202074,15.0,4,15.78178275694106,8,1,13,3.0,0,3.0,8.0,0.0,1.0,4.0,30,150,average,tough,Kevin Durant
31.21024153411014,11.0,2,0.0,7,1,0,15.802469135802468,1,14.802469135802468,3.0,0.0,0.0,8.0,15,151,hot,easy,Kevin Durant
31.22387133369365,13.0,5,2.0,7,2,2,1.0,0,1.0,3.0,0.0,0.0,4.0,18,152,hot,easy,Kevin Durant
32.53161081097044,20.0,6,2.0,13,6,1,8.0,2,6.0,16.18443804034582,4.948453608247423,0.0,1.0,33,153,hot,normal,Kevin Durant
32.788408956099595,20.0,8,4.0,10,2,3,15.802469135802468,2,13.802469135802468,5.0,0.0,1.0,6.0,25,154,average,normal,Kevin Durant
41.02103039220985,23.0,9,4.0,11,2,3,9.0,2,7.0,3.0,0.0,0.0,5.0,27,155,average,easy,Kevin Durant
30.75287707066616,21.0,3,4.0,13,1,4,1.0,0,1.0,4.0,0.0,0.0,3.0,31,156,average,easy,Kevin Durant
33.22775469247315,10.0,4,12.0,4,1,11,8.0,2,6.0,3.0,1.0,1.0,3.0,20,157,average,normal,Kevin Durant
39.62225611574885,21.0,7,4.0,12,4,3,15.0,1,14.0,4.0,1.0,0.0,2.0,31,158,average,normal,Kevin Durant
39.09632751835483,16.0,7,4.0,9,2,4,15.802469135802468,4,11.802469135802468,5.0,1.0,2.0,5.0,24,159,passive,normal,Kevin Durant
34.705845032871146,23.0,6,1.0,13,1,1,13.0,1,12.0,2.0,1.0,6.869604725124944,2.0,28,160,average,normal,Kevin Durant
40.20963679511212,19.0,8,0.0,12,3,0,15.802469135802468,4,11.802469135802468,2.0,1.0,6.0,1.0,27,161,passive,tough,Kevin Durant
38.75430771620466,24.0,5,6.0,15,4,4,7.0,2,5.0,5.0,1.0,2.0,6.0,38,162,average,normal,Kevin Durant
28.00386653232473,19.0,1,4.0,12,0,4,6.0,1,5.0,16.0,2.0,1.0,5.0,28,163,average,normal,Kevin Durant
38.473139818907306,16.0,5,15.78178275694106,6,1,15,2.0,0,2.0,16.18443804034582,1.0,0.0,5.0,28,164,average,normal,Kevin Durant
34.078210703057366,19.0,3,2.0,9,0,2,10.0,2,8.0,4.0,0.0,0.0,12.083916083916085,20,165,average,easy,Kevin Durant
33.55371930205484,13.0,3,4.0,6,0,4,9.0,1,8.0,3.0,1.0,3.0,2.0,16,166,average,normal,Kevin Durant
31.138899210095566,15.0,3,6.0,11,2,5,7.0,1,6.0,4.0,0.0,1.0,2.0,29,167,average,easy,Kevin Durant
35.94327023225854,12.0,5,0.0,3,3,0,11.0,2,9.0,5.0,0.0,0.0,3.0,9,168,average,normal,Kevin Durant
36.54410740414595,14.0,5,0.0,4,0,0,2.0,1,1.0,2.0,0.0,3.0,1.0,8,169,average,normal,Kevin Durant
35.49116414413923,21.0,9,12.0,14,3,12,4.0,1,3.0,5.0,1.0,0.0,3.0,43,170,average,tough,Kevin Durant
32.16133124242127,16.0,7,2.0,10,1,2,12.0,5,7.0,6.0,0.0,1.0,0.0,23,171,average,normal,Kevin Durant
30.70311303022303,17.0,4,4.0,11,1,4,7.0,1,6.0,1.0,0.0,3.0,1.0,27,172,average,easy,Kevin Durant
34.33472218509248,21.0,6,6.0,13,2,3,7.0,1,6.0,16.18443804034582,0.0,0.0,1.0,31,173,passive,normal,Kevin Durant
35.473903470134296,8.0,3,0.0,6,3,0,15.802469135802468,7,8.802469135802468,6.0,4.0,0.0,3.0,15,174,average,normal,Kevin Durant
44.372182657368,31.0,8,15.78178275694106,24,5,12,2.0,0,2.0,10.0,1.0,0.0,4.0,65,175,hot,easy,Kevin Durant
38.925854695943364,28.0,7,4.0,11,2,4,15.802469135802468,4,11.802469135802468,16.18443804034582,2.0,0.0,5.0,28,176,cold,normal,Kevin Durant
20.910105786755285,12.0,3,0.0,7,3,0,2.0,0,2.0,3.0,1.0,1.0,2.0,17,177,average,normal,Kevin Durant
35.71505603698355,20.0,4,5.0,9,1,5,1.0,0,1.0,5.0,0.0,1.0,4.0,24,178,average,normal,Kevin Durant
37.86648109642264,13.0,2,8.0,5,0,6,15.802469135802468,2,13.802469135802468,9.0,4.0,1.0,4.0,16,179,average,tough,Kevin Durant
29.9481348356434,11.0,3,2.0,5,2,2,2.0,0,2.0,5.0,0.0,0.0,3.0,14,180,passive,normal,Kevin Durant
37.81401393353909,16.0,7,13.0,9,1,12,2.0,0,2.0,12.0,1.0,3.0,0.0,31,181,passive,easy,Kevin Durant
30.15509302044548,7.0,3,6.0,2,0,3,8.0,2,6.0,9.0,2.0,1.0,5.0,7,182,average,normal,Kevin Durant
35.548388354113136,31.0,2,6.0,16,1,5,2.0,0,2.0,5.0,0.0,2.0,2.0,38,183,hot,normal,Kevin Durant
38.49862417779028,12.0,5,15.78178275694106,4,2,13,7.0,0,7.0,16.18443804034582,2.0,1.0,0.0,23,184,average,tough,Kevin Durant
40.28167471993387,15.0,6,5.0,8,0,3,8.0,1,7.0,15.0,1.0,0.0,11.0,19,185,average,normal,Kevin Durant
38.94689667515616,19.0,3,2.0,8,3,2,6.0,1,5.0,1.0,2.0,2.0,4.0,21,186,average,normal,Kevin Durant
34.76013403008029,22.0,5,0.0,8,1,0,14.0,3,11.0,0.0,0.0,2.0,4.0,17,187,average,tough,Kevin Durant
35.935602778399726,22.0,3,0.0,8,0,0,11.0,5,6.0,7.0,0.0,3.0,3.0,16,188,average,tough,Kevin Durant
35.96028016875049,18.0,0,0.0,11,0,0,3.0,1,2.0,8.0,1.0,1.0,2.0,22,189,passive,normal,Kevin Durant
40.68790336063749,17.0,6,2.0,7,1,2,10.0,1,9.0,3.0,1.0,0.0,2.0,17,190,cold,normal,Kevin Durant
21.4969451277007,16.0,4,9.0,9,2,7,3.0,1,2.0,3.0,1.0,2.0,1.0,27,191,average,easy,Kevin Durant
36.32253169278657,27.0,4,15.78178275694106,13,2,13,10.0,5,5.0,3.0,2.0,1.0,4.0,41,192,average,tough,Kevin Durant
36.79323090292405,16.0,2,0.0,11,0,0,2.0,0,2.0,0.0,0.0,0.0,1.0,22,193,cold,easy,Kevin Durant
35.227058641879815,5.0,2,8.0,1,0,8,4.0,1,3.0,9.0,3.0,0.0,11.0,10,194,average,normal,Kevin Durant
33.97894636455844,29.0,7,0.0,17,4,0,3.0,0,3.0,12.0,0.0,1.0,4.0,38,195,hot,normal,Kevin Durant
33.97435678804073,5.0,2,4.0,1,1,4,3.0,0,3.0,9.0,1.0,0.0,1.0,7,196,cold,tough,Kevin Durant
36.54494609540368,8.0,3,8.0,3,1,7,7.0,2,5.0,7.0,1.0,0.0,3.0,14,197,passive,tough,Kevin Durant
38.386505067955035,31.0,10,6.0,21,6,4,1.0,0,1.0,15.0,0.0,1.0,2.0,52,198,hot,normal,Kevin Durant
36.469726229977304,18.0,5,15.78178275694106,12,4,13,9.0,3,6.0,7.0,0.0,0.0,4.0,41,199,hot,normal,Kevin Durant
38.53311616132483,18.0,8,12.0,10,4,11,4.0,0,4.0,0.0,0.0,5.0,3.0,35,200,hot,tough,Kevin Durant
